ZIP CODE,STATE,MSA1,MSA2,MSA3
21085,MD,Baltimore,Towson,
21087,MD,Baltimore,Towson,
21088,MD,Baltimore,Towson,
21090,MD,Baltimore,Towson,
21092,MD,Baltimore,Towson,
21093,MD,Baltimore,Towson,
21094,MD,Baltimore,Towson,
21098,MD,Baltimore,Towson,
21102,MD,Baltimore,Towson,
21104,MD,Baltimore,Towson,
21105,MD,Baltimore,Towson,
21106,MD,Baltimore,Towson,
21108,MD,Baltimore,Towson,
21111,MD,Baltimore,Towson,
21113,MD,Baltimore,Towson,
21114,MD,Baltimore,Towson,
21117,MD,Baltimore,Towson,
21120,MD,Baltimore,Towson,
21122,MD,Baltimore,Towson,
21123,MD,Baltimore,Towson,
21128,MD,Baltimore,Towson,
21130,MD,Baltimore,Towson,
21131,MD,Baltimore,Towson,
21132,MD,Baltimore,Towson,
21133,MD,Baltimore,Towson,
21136,MD,Baltimore,Towson,
21139,MD,Baltimore,Towson,
21140,MD,Baltimore,Towson,
21144,MD,Baltimore,Towson,
21146,MD,Baltimore,Towson,
21150,MD,Baltimore,Towson,
21152,MD,Baltimore,Towson,
21153,MD,Baltimore,Towson,
21154,MD,Baltimore,Towson,
21155,MD,Baltimore,Towson,
21156,MD,Baltimore,Towson,
21157,MD,Baltimore,Towson,
21158,MD,Baltimore,Towson,
21160,MD,Baltimore,Towson,
21161,MD,Baltimore,Towson,
21162,MD,Baltimore,Towson,
21163,MD,Baltimore,Towson,
21200,MD,,,
21201,MD,Baltimore,Towson,
21202,MD,Baltimore,Towson,
21203,MD,Baltimore,Towson,
21204,MD,Baltimore,Towson,
21205,MD,Baltimore,Towson,
21206,MD,Baltimore,Towson,
21207,MD,Baltimore,Towson,
21208,MD,Baltimore,Towson,
21209,MD,Baltimore,Towson,
21210,MD,Baltimore,Towson,
21211,MD,Baltimore,Towson,
21212,MD,Baltimore,Towson,
21213,MD,Baltimore,Towson,
21214,MD,Baltimore,Towson,
21215,MD,Baltimore,Towson,
21216,MD,Baltimore,Towson,
21217,MD,Baltimore,Towson,
21218,MD,Baltimore,Towson,
21219,MD,Baltimore,Towson,
21220,MD,Baltimore,Towson,
21221,MD,Baltimore,Towson,
21222,MD,Baltimore,Towson,
21223,MD,Baltimore,Towson,
21224,MD,Baltimore,Towson,
21225,MD,Baltimore,Towson,
21226,MD,Baltimore,Towson,
21227,MD,Baltimore,Towson,
21228,MD,Baltimore,Towson,
21229,MD,Baltimore,Towson,
21230,MD,Baltimore,Towson,
21231,MD,Baltimore,Towson,
21233,MD,Baltimore,Towson,
21234,MD,Baltimore,Towson,
21235,MD,Baltimore,Towson,
21236,MD,Baltimore,Towson,
21237,MD,Baltimore,Towson,
21239,MD,Baltimore,Towson,
21240,MD,Baltimore,Towson,
21241,MD,Baltimore,Towson,
21244,MD,Baltimore,Towson,
21250,MD,Baltimore,Towson,
21251,MD,Baltimore,Towson,
21252,MD,Baltimore,Towson,
21260,MD,Baltimore,Towson,
21261,MD,Baltimore,Towson,
21263,MD,Baltimore,Towson,
21264,MD,Baltimore,Towson,
21265,MD,Baltimore,Towson,
21268,MD,Baltimore,Towson,
21270,MD,Baltimore,Towson,
21273,MD,Baltimore,Towson,
21274,MD,Baltimore,Towson,
21275,MD,Baltimore,Towson,
21278,MD,Baltimore,Towson,
21279,MD,Baltimore,Towson,
21280,MD,Baltimore,Towson,
21281,MD,Baltimore,Towson,
21282,MD,Baltimore,Towson,
21283,MD,Baltimore,Towson,
21284,MD,Baltimore,Towson,
21285,MD,Baltimore,Towson,
21286,MD,Baltimore,Towson,
21287,MD,Baltimore,Towson,
21288,MD,Baltimore,Towson,
21289,MD,Baltimore,Towson,
21290,MD,Baltimore,Towson,
21297,MD,Baltimore,Towson,
21298,MD,Baltimore,Towson,
21401,MD,Baltimore,Towson,
21402,MD,Baltimore,Towson,
21403,MD,Baltimore,Towson,
21404,MD,Baltimore,Towson,
21405,MD,Baltimore,Towson,
21409,MD,Baltimore,Towson,
21411,MD,Baltimore,Towson,
21412,MD,Baltimore,Towson,
21501,MD,Cumberland,,
21502,MD,Cumberland,,
21503,MD,Cumberland,,
21504,MD,Cumberland,,
21505,MD,Cumberland,,
21520,MD,MD NONMETROPOLITAN AREA,,
21521,MD,Cumberland,,
21522,MD,MD NONMETROPOLITAN AREA,,
21523,MD,MD NONMETROPOLITAN AREA,,
21524,MD,Cumberland,,
21528,MD,Cumberland,,
21529,MD,Cumberland,,
21530,MD,Cumberland,,
21531,MD,MD NONMETROPOLITAN AREA,,
21532,MD,Cumberland,,
21536,MD,MD NONMETROPOLITAN AREA,,
21538,MD,MD NONMETROPOLITAN AREA,,
21539,MD,Cumberland,,
21540,MD,Cumberland,,
21541,MD,MD NONMETROPOLITAN AREA,,
21542,MD,Cumberland,,
21543,MD,Cumberland,,
21545,MD,Cumberland,,
21550,MD,MD NONMETROPOLITAN AREA,,
21555,MD,Cumberland,,
21556,MD,Cumberland,,
21557,MD,Cumberland,,
21560,MD,Cumberland,,
21561,MD,MD NONMETROPOLITAN AREA,,
21562,MD,Cumberland,,
21601,MD,MD NONMETROPOLITAN AREA,,
21606,MD,MD NONMETROPOLITAN AREA,,
21607,MD,Baltimore,Towson,
21609,MD,MD NONMETROPOLITAN AREA,,
21610,MD,MD NONMETROPOLITAN AREA,,
21612,MD,MD NONMETROPOLITAN AREA,,
21613,MD,MD NONMETROPOLITAN AREA,,
21617,MD,Baltimore,Towson,
21619,MD,Baltimore,Towson,
21620,MD,MD NONMETROPOLITAN AREA,,
21622,MD,MD NONMETROPOLITAN AREA,,
21623,MD,Baltimore,Towson,
21624,MD,MD NONMETROPOLITAN AREA,,
21625,MD,MD NONMETROPOLITAN AREA,,
21626,MD,MD NONMETROPOLITAN AREA,,
21627,MD,MD NONMETROPOLITAN AREA,,
21628,MD,Baltimore,Towson,
21629,MD,MD NONMETROPOLITAN AREA,,
21631,MD,MD NONMETROPOLITAN AREA,,
21632,MD,MD NONMETROPOLITAN AREA,,
21634,MD,MD NONMETROPOLITAN AREA,,
21635,MD,MD NONMETROPOLITAN AREA,,
21636,MD,MD NONMETROPOLITAN AREA,,
21638,MD,Baltimore,Towson,
21639,MD,MD NONMETROPOLITAN AREA,,
21640,MD,MD NONMETROPOLITAN AREA,,
21641,MD,MD NONMETROPOLITAN AREA,,
21643,MD,MD NONMETROPOLITAN AREA,,
21644,MD,Baltimore,Towson,
21645,MD,MD NONMETROPOLITAN AREA,,
21647,MD,MD NONMETROPOLITAN AREA,,
21648,MD,MD NONMETROPOLITAN AREA,,
21649,MD,MD NONMETROPOLITAN AREA,,
21650,MD,MD NONMETROPOLITAN AREA,,
21651,MD,MD NONMETROPOLITAN AREA,,
21652,MD,MD NONMETROPOLITAN AREA,,
21653,MD,MD NONMETROPOLITAN AREA,,
21654,MD,MD NONMETROPOLITAN AREA,,
21655,MD,MD NONMETROPOLITAN AREA,,
21656,MD,Baltimore,Towson,
21657,MD,Baltimore,Towson,
21658,MD,Baltimore,Towson,
21659,MD,MD NONMETROPOLITAN AREA,,
21660,MD,MD NONMETROPOLITAN AREA,,
21661,MD,MD NONMETROPOLITAN AREA,,
21662,MD,MD NONMETROPOLITAN AREA,,
21663,MD,MD NONMETROPOLITAN AREA,,
21664,MD,MD NONMETROPOLITAN AREA,,
21665,MD,MD NONMETROPOLITAN AREA,,
21666,MD,Baltimore,Towson,
21667,MD,MD NONMETROPOLITAN AREA,,
21668,MD,Baltimore,Towson,
21669,MD,MD NONMETROPOLITAN AREA,,
21670,MD,MD NONMETROPOLITAN AREA,,
21671,MD,MD NONMETROPOLITAN AREA,,
21672,MD,MD NONMETROPOLITAN AREA,,
21673,MD,MD NONMETROPOLITAN AREA,,
21675,MD,MD NONMETROPOLITAN AREA,,
21676,MD,MD NONMETROPOLITAN AREA,,
21677,MD,MD NONMETROPOLITAN AREA,,
21678,MD,MD NONMETROPOLITAN AREA,,
21679,MD,MD NONMETROPOLITAN AREA,,
21681,MD,MD NONMETROPOLITAN AREA,,
21682,MD,MD NONMETROPOLITAN AREA,,
21683,MD,MD NONMETROPOLITAN AREA,,
21684,MD,MD NONMETROPOLITAN AREA,,
21685,MD,MD NONMETROPOLITAN AREA,,
21686,MD,MD NONMETROPOLITAN AREA,,
21687,MD,MD NONMETROPOLITAN AREA,,
21688,MD,MD NONMETROPOLITAN AREA,,
21690,MD,Baltimore,Towson,
21701,MD,Washington,Arlington,Alexandria
21702,MD,Washington,Arlington,Alexandria
21703,MD,Washington,Arlington,Alexandria
21704,MD,Washington,Arlington,Alexandria
21705,MD,Washington,Arlington,Alexandria
21709,MD,Washington,Arlington,Alexandria
21710,MD,Washington,Arlington,Alexandria
21711,MD,Hagerstown,Martinsburg,
21713,MD,Hagerstown,Martinsburg,
21714,MD,Washington,Arlington,Alexandria
21715,MD,Hagerstown,Martinsburg,
21716,MD,Washington,Arlington,Alexandria
21717,MD,Washington,Arlington,Alexandria
21718,MD,Washington,Arlington,Alexandria
21719,MD,Hagerstown,Martinsburg,
21720,MD,Hagerstown,Martinsburg,
21721,MD,Hagerstown,Martinsburg,
21722,MD,Hagerstown,Martinsburg,
21723,MD,Baltimore,Towson,
21727,MD,Washington,Arlington,Alexandria
21733,MD,Hagerstown,Martinsburg,
21734,MD,Hagerstown,Martinsburg,
21736,MD,Hagerstown,Martinsburg,
21737,MD,Baltimore,Towson,
21738,MD,Baltimore,Towson,
21740,MD,Hagerstown,Martinsburg,
21741,MD,Hagerstown,Martinsburg,
21742,MD,Hagerstown,Martinsburg,
21746,MD,Hagerstown,Martinsburg,
21747,MD,Hagerstown,Martinsburg,
21748,MD,Hagerstown,Martinsburg,
21749,MD,Hagerstown,Martinsburg,
21750,MD,Hagerstown,Martinsburg,
21754,MD,Washington,Arlington,Alexandria
21755,MD,Washington,Arlington,Alexandria
21756,MD,Hagerstown,Martinsburg,
21757,MD,Baltimore,Towson,
21758,MD,Washington,Arlington,Alexandria
21759,MD,Washington,Arlington,Alexandria
21762,MD,Washington,Arlington,Alexandria
21764,MD,Baltimore,Towson,
21765,MD,Baltimore,Towson,
21766,MD,Cumberland,,
21767,MD,Hagerstown,Martinsburg,
21769,MD,Washington,Arlington,Alexandria
21770,MD,Washington,Arlington,Alexandria
21771,MD,Washington,Arlington,Alexandria
21773,MD,Washington,Arlington,Alexandria
21774,MD,Washington,Arlington,Alexandria
21775,MD,Washington,Arlington,Alexandria
21776,MD,Baltimore,Towson,
21777,MD,Washington,Arlington,Alexandria
21778,MD,Washington,Arlington,Alexandria
21779,MD,Hagerstown,Martinsburg,
21780,MD,Washington,Arlington,Alexandria
21781,MD,Hagerstown,Martinsburg,
21782,MD,Hagerstown,Martinsburg,
21783,MD,Hagerstown,Martinsburg,
21784,MD,Baltimore,Towson,
21787,MD,Baltimore,Towson,
21788,MD,Washington,Arlington,Alexandria
21790,MD,Washington,Arlington,Alexandria
21791,MD,Baltimore,Towson,
21792,MD,Washington,Arlington,Alexandria
21793,MD,Washington,Arlington,Alexandria
21794,MD,Baltimore,Towson,
21795,MD,Hagerstown,Martinsburg,
21797,MD,Baltimore,Towson,
21798,MD,Washington,Arlington,Alexandria
21801,MD,Salisbury,,
21802,MD,Salisbury,,
21803,MD,Salisbury,,
21804,MD,Salisbury,,
21810,MD,Salisbury,,
21811,MD,MD NONMETROPOLITAN AREA,,
21813,MD,MD NONMETROPOLITAN AREA,,
21814,MD,Salisbury,,
21816,MD,,,
21817,MD,Salisbury,,
21820,MD,,,
21821,MD,Salisbury,,
21822,MD,MD NONMETROPOLITAN AREA,,
21824,MD,Salisbury,,
21826,MD,Salisbury,,
21829,MD,MD NONMETROPOLITAN AREA,,
21830,MD,Salisbury,,
21835,MD,MD NONMETROPOLITAN AREA,,
21836,MD,Salisbury,,
21837,MD,Salisbury,,
21838,MD,Salisbury,,
21840,MD,Salisbury,,
21841,MD,MD NONMETROPOLITAN AREA,,
21842,MD,MD NONMETROPOLITAN AREA,,
21843,MD,MD NONMETROPOLITAN AREA,,
21849,MD,Salisbury,,
21850,MD,Salisbury,,
21851,MD,MD NONMETROPOLITAN AREA,,
21852,MD,Salisbury,,
21853,MD,Salisbury,,
21856,MD,Salisbury,,
21857,MD,Salisbury,,
21861,MD,Salisbury,,
21862,MD,MD NONMETROPOLITAN AREA,,
21863,MD,MD NONMETROPOLITAN AREA,,
21864,MD,MD NONMETROPOLITAN AREA,,
21865,MD,Salisbury,,
21866,MD,Salisbury,,
21867,MD,Salisbury,,
21869,MD,MD NONMETROPOLITAN AREA,,
21870,MD,Salisbury,,
21871,MD,Salisbury,,
21872,MD,MD NONMETROPOLITAN AREA,,
21874,MD,Salisbury,,
21875,MD,Salisbury,,
21890,MD,Salisbury,,
21901,MD,Philadelphia,Camden,Wilmington
21902,MD,Philadelphia,Camden,Wilmington
21903,MD,Philadelphia,Camden,Wilmington
21904,MD,Philadelphia,Camden,Wilmington
21911,MD,Philadelphia,Camden,Wilmington
21912,MD,Philadelphia,Camden,Wilmington
21913,MD,Philadelphia,Camden,Wilmington
21914,MD,Philadelphia,Camden,Wilmington
21915,MD,Philadelphia,Camden,Wilmington
21916,MD,Philadelphia,Camden,Wilmington
21917,MD,Philadelphia,Camden,Wilmington
21918,MD,Philadelphia,Camden,Wilmington
21919,MD,Philadelphia,Camden,Wilmington
21920,MD,Philadelphia,Camden,Wilmington
21921,MD,Philadelphia,Camden,Wilmington
21922,MD,Philadelphia,Camden,Wilmington
21930,MD,Philadelphia,Camden,Wilmington
22002,VA,VA NONMETROPOLITAN AREA,,
22003,VA,Washington,Arlington,Alexandria
22009,VA,Washington,Arlington,Alexandria
22015,VA,Washington,Arlington,Alexandria
22025,VA,Washington,Arlington,Alexandria
22026,VA,Washington,Arlington,Alexandria
22027,VA,Washington,Arlington,Alexandria
22030,VA,Washington,Arlington,Alexandria
22031,VA,Washington,Arlington,Alexandria
22032,VA,Washington,Arlington,Alexandria
22033,VA,Washington,Arlington,Alexandria
22034,VA,Washington,Arlington,Alexandria
22035,VA,Washington,Arlington,Alexandria
22036,VA,Washington,Arlington,Alexandria
22037,VA,Washington,Arlington,Alexandria
22038,VA,Washington,Arlington,Alexandria
22039,VA,Washington,Arlington,Alexandria
22040,VA,Washington,Arlington,Alexandria
22041,VA,Washington,Arlington,Alexandria
22042,VA,Washington,Arlington,Alexandria
22043,VA,Washington,Arlington,Alexandria
22044,VA,Washington,Arlington,Alexandria
22046,VA,Washington,Arlington,Alexandria
22047,VA,Washington,Arlington,Alexandria
22060,VA,Washington,Arlington,Alexandria
22066,VA,Washington,Arlington,Alexandria
22067,VA,Washington,Arlington,Alexandria
22079,VA,Washington,Arlington,Alexandria
22081,VA,Washington,Arlington,Alexandria
22082,VA,Washington,Arlington,Alexandria
22092,VA,Washington,Arlington,Alexandria
22093,VA,Washington,Arlington,Alexandria
22095,VA,Washington,Arlington,Alexandria
22096,VA,Washington,Arlington,Alexandria
22101,VA,Washington,Arlington,Alexandria
22102,VA,Washington,Arlington,Alexandria
22103,VA,Washington,Arlington,Alexandria
22106,VA,Washington,Arlington,Alexandria
22107,VA,Washington,Arlington,Alexandria
22108,VA,Washington,Arlington,Alexandria
22109,VA,Washington,Arlington,Alexandria
22116,VA,Washington,Arlington,Alexandria
22118,VA,Washington,Arlington,Alexandria
22119,VA,Washington,Arlington,Alexandria
22120,VA,Washington,Arlington,Alexandria
22121,VA,Washington,Arlington,Alexandria
22122,VA,Washington,Arlington,Alexandria
22124,VA,Washington,Arlington,Alexandria
22125,VA,Washington,Arlington,Alexandria
22134,VA,Washington,Arlington,Alexandria
22135,VA,Washington,Arlington,Alexandria
22150,VA,Washington,Arlington,Alexandria
22151,VA,Washington,Arlington,Alexandria
22152,VA,Washington,Arlington,Alexandria
22153,VA,Washington,Arlington,Alexandria
22156,VA,Washington,Arlington,Alexandria
22158,VA,Washington,Arlington,Alexandria
22159,VA,Washington,Arlington,Alexandria
22160,VA,Washington,Arlington,Alexandria
22161,VA,Washington,Arlington,Alexandria
22172,VA,Washington,Arlington,Alexandria
22180,VA,Washington,Arlington,Alexandria
22181,VA,Washington,Arlington,Alexandria
22182,VA,Washington,Arlington,Alexandria
22183,VA,Washington,Arlington,Alexandria
22184,VA,Washington,Arlington,Alexandria
22185,VA,Washington,Arlington,Alexandria
22191,VA,Washington,Arlington,Alexandria
22192,VA,Washington,Arlington,Alexandria
22193,VA,Washington,Arlington,Alexandria
22194,VA,Washington,Arlington,Alexandria
22195,VA,Washington,Arlington,Alexandria
22199,VA,Washington,Arlington,Alexandria
22201,VA,Washington,Arlington,Alexandria
22202,VA,Washington,Arlington,Alexandria
22203,VA,Washington,Arlington,Alexandria
22204,VA,Washington,Arlington,Alexandria
22205,VA,Washington,Arlington,Alexandria
22206,VA,Washington,Arlington,Alexandria
22207,VA,Washington,Arlington,Alexandria
22209,VA,Washington,Arlington,Alexandria
22210,VA,Washington,Arlington,Alexandria
22211,VA,Washington,Arlington,Alexandria
22212,VA,Washington,Arlington,Alexandria
22213,VA,Washington,Arlington,Alexandria
22214,VA,Washington,Arlington,Alexandria
22215,VA,Washington,Arlington,Alexandria
22216,VA,Washington,Arlington,Alexandria
22217,VA,Washington,Arlington,Alexandria
22218,VA,Washington,Arlington,Alexandria
22219,VA,Washington,Arlington,Alexandria
22222,VA,Washington,Arlington,Alexandria
22223,VA,Washington,Arlington,Alexandria
22225,VA,Washington,Arlington,Alexandria
22226,VA,Washington,Arlington,Alexandria
22227,VA,Washington,Arlington,Alexandria
22229,VA,Washington,Arlington,Alexandria
22230,VA,Washington,Arlington,Alexandria
22234,VA,Washington,Arlington,Alexandria
22240,VA,Washington,Arlington,Alexandria
22241,VA,Washington,Arlington,Alexandria
22242,VA,Washington,Arlington,Alexandria
22243,VA,Washington,Arlington,Alexandria
22244,VA,Washington,Arlington,Alexandria
22245,VA,Washington,Arlington,Alexandria
22246,VA,Washington,Arlington,Alexandria
22301,VA,Washington,Arlington,Alexandria
22302,VA,Washington,Arlington,Alexandria
22303,VA,Washington,Arlington,Alexandria
22304,VA,Washington,Arlington,Alexandria
22305,VA,Washington,Arlington,Alexandria
22306,VA,Washington,Arlington,Alexandria
22307,VA,Washington,Arlington,Alexandria
22308,VA,Washington,Arlington,Alexandria
22309,VA,Washington,Arlington,Alexandria
22310,VA,Washington,Arlington,Alexandria
22311,VA,Washington,Arlington,Alexandria
22312,VA,Washington,Arlington,Alexandria
22313,VA,Washington,Arlington,Alexandria
22314,VA,Washington,Arlington,Alexandria
22315,VA,Washington,Arlington,Alexandria
22320,VA,Washington,Arlington,Alexandria
22321,VA,Washington,Arlington,Alexandria
22331,VA,Washington,Arlington,Alexandria
22332,VA,Washington,Arlington,Alexandria
22333,VA,Washington,Arlington,Alexandria
22334,VA,Washington,Arlington,Alexandria
22336,VA,Washington,Arlington,Alexandria
22401,VA,Washington,Arlington,Alexandria
22402,VA,Washington,Arlington,Alexandria
22403,VA,Washington,Arlington,Alexandria
22404,VA,Washington,Arlington,Alexandria
22405,VA,Washington,Arlington,Alexandria
22406,VA,Washington,Arlington,Alexandria
22407,VA,Washington,Arlington,Alexandria
22408,VA,Washington,Arlington,Alexandria
22412,VA,Washington,Arlington,Alexandria
22427,VA,Richmond,,
22428,VA,Richmond,,
22430,VA,Washington,Arlington,Alexandria
22432,VA,VA NONMETROPOLITAN AREA,,
22433,VA,VA NONMETROPOLITAN AREA,,
22435,VA,VA NONMETROPOLITAN AREA,,
22436,VA,VA NONMETROPOLITAN AREA,,
22437,VA,VA NONMETROPOLITAN AREA,,
22438,VA,VA NONMETROPOLITAN AREA,,
22442,VA,VA NONMETROPOLITAN AREA,,
22443,VA,VA NONMETROPOLITAN AREA,,
22446,VA,Richmond,,
22448,VA,VA NONMETROPOLITAN AREA,,
22451,VA,VA NONMETROPOLITAN AREA,,
22454,VA,VA NONMETROPOLITAN AREA,,
22456,VA,VA NONMETROPOLITAN AREA,,
22460,VA,VA NONMETROPOLITAN AREA,,
22461,VA,,,
22463,VA,Washington,Arlington,Alexandria
22469,VA,VA NONMETROPOLITAN AREA,,
22471,VA,Washington,Arlington,Alexandria
22472,VA,VA NONMETROPOLITAN AREA,,
22473,VA,VA NONMETROPOLITAN AREA,,
22476,VA,VA NONMETROPOLITAN AREA,,
22480,VA,VA NONMETROPOLITAN AREA,,
22481,VA,VA NONMETROPOLITAN AREA,,
22482,VA,VA NONMETROPOLITAN AREA,,
22485,VA,VA NONMETROPOLITAN AREA,,
22488,VA,VA NONMETROPOLITAN AREA,,
22501,VA,Richmond,,
22503,VA,VA NONMETROPOLITAN AREA,,
22504,VA,VA NONMETROPOLITAN AREA,,
22507,VA,VA NONMETROPOLITAN AREA,,
22508,VA,VA NONMETROPOLITAN AREA,,
22509,VA,VA NONMETROPOLITAN AREA,,
22511,VA,VA NONMETROPOLITAN AREA,,
22513,VA,VA NONMETROPOLITAN AREA,,
22514,VA,Richmond,,
22517,VA,VA NONMETROPOLITAN AREA,,
22520,VA,VA NONMETROPOLITAN AREA,,
22523,VA,VA NONMETROPOLITAN AREA,,
22524,VA,VA NONMETROPOLITAN AREA,,
22526,VA,VA NONMETROPOLITAN AREA,,
22528,VA,VA NONMETROPOLITAN AREA,,
22529,VA,VA NONMETROPOLITAN AREA,,
22530,VA,VA NONMETROPOLITAN AREA,,
22534,VA,Washington,Arlington,Alexandria
22535,VA,Richmond,,
22538,VA,Richmond,,
22539,VA,VA NONMETROPOLITAN AREA,,
22542,VA,VA NONMETROPOLITAN AREA,,
22544,VA,VA NONMETROPOLITAN AREA,,
22545,VA,Washington,Arlington,Alexandria
22546,VA,Richmond,,
22547,VA,VA NONMETROPOLITAN AREA,,
22548,VA,VA NONMETROPOLITAN AREA,,
22551,VA,Washington,Arlington,Alexandria
22552,VA,Richmond,,
22553,VA,Washington,Arlington,Alexandria
22554,VA,Washington,Arlington,Alexandria
22555,VA,Washington,Arlington,Alexandria
22556,VA,Washington,Arlington,Alexandria
22558,VA,VA NONMETROPOLITAN AREA,,
22560,VA,VA NONMETROPOLITAN AREA,,
22565,VA,Washington,Arlington,Alexandria
22567,VA,VA NONMETROPOLITAN AREA,,
22570,VA,VA NONMETROPOLITAN AREA,,
22572,VA,VA NONMETROPOLITAN AREA,,
22576,VA,VA NONMETROPOLITAN AREA,,
22577,VA,VA NONMETROPOLITAN AREA,,
22578,VA,VA NONMETROPOLITAN AREA,,
22579,VA,VA NONMETROPOLITAN AREA,,
22580,VA,Richmond,,
22581,VA,VA NONMETROPOLITAN AREA,,
22601,VA,Winchester,,
22602,VA,Winchester,,
22603,VA,Winchester,,
22604,VA,Winchester,,
22610,VA,Washington,Arlington,Alexandria
22611,VA,Washington,Arlington,Alexandria
22620,VA,Washington,Arlington,Alexandria
22622,VA,Winchester,,
22623,VA,VA NONMETROPOLITAN AREA,,
22624,VA,Winchester,,
22625,VA,Winchester,,
22626,VA,VA NONMETROPOLITAN AREA,,
22627,VA,VA NONMETROPOLITAN AREA,,
22630,VA,Washington,Arlington,Alexandria
22637,VA,Winchester,,
22638,VA,Winchester,,
22639,VA,Washington,Arlington,Alexandria
22640,VA,VA NONMETROPOLITAN AREA,,
22641,VA,VA NONMETROPOLITAN AREA,,
22642,VA,Washington,Arlington,Alexandria
22643,VA,Washington,Arlington,Alexandria
22644,VA,VA NONMETROPOLITAN AREA,,
22645,VA,Winchester,,
22646,VA,Washington,Arlington,Alexandria
22649,VA,Washington,Arlington,Alexandria
22650,VA,VA NONMETROPOLITAN AREA,,
22652,VA,VA NONMETROPOLITAN AREA,,
22654,VA,Winchester,,
22655,VA,Winchester,,
22656,VA,Winchester,,
22657,VA,VA NONMETROPOLITAN AREA,,
22660,VA,VA NONMETROPOLITAN AREA,,
22663,VA,Washington,Arlington,Alexandria
22664,VA,VA NONMETROPOLITAN AREA,,
22701,VA,VA NONMETROPOLITAN AREA,,
22709,VA,VA NONMETROPOLITAN AREA,,
22711,VA,VA NONMETROPOLITAN AREA,,
22712,VA,Washington,Arlington,Alexandria
22713,VA,VA NONMETROPOLITAN AREA,,
22714,VA,VA NONMETROPOLITAN AREA,,
22715,VA,VA NONMETROPOLITAN AREA,,
22716,VA,VA NONMETROPOLITAN AREA,,
22718,VA,VA NONMETROPOLITAN AREA,,
22719,VA,VA NONMETROPOLITAN AREA,,
22720,VA,Washington,Arlington,Alexandria
22721,VA,VA NONMETROPOLITAN AREA,,
22722,VA,VA NONMETROPOLITAN AREA,,
22723,VA,VA NONMETROPOLITAN AREA,,
22724,VA,VA NONMETROPOLITAN AREA,,
22725,VA,VA NONMETROPOLITAN AREA,,
22726,VA,VA NONMETROPOLITAN AREA,,
22727,VA,VA NONMETROPOLITAN AREA,,
22728,VA,Washington,Arlington,Alexandria
22729,VA,VA NONMETROPOLITAN AREA,,
22730,VA,VA NONMETROPOLITAN AREA,,
22731,VA,VA NONMETROPOLITAN AREA,,
22732,VA,VA NONMETROPOLITAN AREA,,
22733,VA,VA NONMETROPOLITAN AREA,,
22734,VA,Washington,Arlington,Alexandria
22735,VA,VA NONMETROPOLITAN AREA,,
22736,VA,VA NONMETROPOLITAN AREA,,
22737,VA,VA NONMETROPOLITAN AREA,,
22738,VA,VA NONMETROPOLITAN AREA,,
22739,VA,Washington,Arlington,Alexandria
22740,VA,VA NONMETROPOLITAN AREA,,
22741,VA,VA NONMETROPOLITAN AREA,,
22742,VA,Washington,Arlington,Alexandria
22743,VA,VA NONMETROPOLITAN AREA,,
22746,VA,VA NONMETROPOLITAN AREA,,
22747,VA,VA NONMETROPOLITAN AREA,,
22748,VA,VA NONMETROPOLITAN AREA,,
22749,VA,VA NONMETROPOLITAN AREA,,
22801,VA,Harrisonburg,,
22802,VA,Harrisonburg,,
22803,VA,Harrisonburg,,
22807,VA,Harrisonburg,,
22810,VA,VA NONMETROPOLITAN AREA,,
22811,VA,Harrisonburg,,
22812,VA,Harrisonburg,,
22815,VA,Harrisonburg,,
22820,VA,Harrisonburg,,
22821,VA,Harrisonburg,,
22824,VA,VA NONMETROPOLITAN AREA,,
22827,VA,Harrisonburg,,
22830,VA,Harrisonburg,,
22831,VA,Harrisonburg,,
22832,VA,Harrisonburg,,
22833,VA,Harrisonburg,,
22834,VA,Harrisonburg,,
22835,VA,VA NONMETROPOLITAN AREA,,
22840,VA,Harrisonburg,,
22841,VA,Harrisonburg,,
22842,VA,VA NONMETROPOLITAN AREA,,
22843,VA,VA NONMETROPOLITAN AREA,,
22844,VA,VA NONMETROPOLITAN AREA,,
22845,VA,VA NONMETROPOLITAN AREA,,
22846,VA,Harrisonburg,,
22847,VA,VA NONMETROPOLITAN AREA,,
22848,VA,Harrisonburg,,
22849,VA,VA NONMETROPOLITAN AREA,,
22850,VA,Harrisonburg,,
22851,VA,VA NONMETROPOLITAN AREA,,
22853,VA,Harrisonburg,,
22901,VA,Charlottesville,,
22902,VA,Charlottesville,,
22903,VA,Charlottesville,,
22904,VA,Charlottesville,,
22905,VA,Charlottesville,,
22906,VA,Charlottesville,,
22907,VA,Charlottesville,,
22908,VA,Charlottesville,,
22909,VA,Charlottesville,,
22910,VA,Charlottesville,,
22911,VA,Charlottesville,,
22920,VA,Charlottesville,,
22922,VA,Charlottesville,,
22923,VA,VA NONMETROPOLITAN AREA,,
22924,VA,Charlottesville,,
22929,VA,,,
22931,VA,Charlottesville,,
22932,VA,Charlottesville,,
22935,VA,Charlottesville,,
22936,VA,Charlottesville,,
22937,VA,Charlottesville,,
22938,VA,Charlottesville,,
22939,VA,VA NONMETROPOLITAN AREA,,
22940,VA,Charlottesville,,
22942,VA,VA NONMETROPOLITAN AREA,,
22943,VA,Charlottesville,,
22945,VA,Charlottesville,,
22946,VA,Charlottesville,,
22947,VA,Charlottesville,,
